id_anuncio,fuente,operacion,tipo_inmueble,subtipo,direccion_texto,barrio_zona,municipio,provincia,precio_eur,precio_anterior_eur,descuento_pct,garaje_incluido,habitaciones,superficie_m2,planta,exterior,ascensor,obra_nueva_categoria,obra_nueva_flag,notas_parseo
1,Inmobiliaria E-Castro,venta,piso,, "Avenida Riomar, 1",Cotolino,Castro-Urdiales,Cantabria,498000,,,sí,4,121,4,sí,sí,otros,0,""
2,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Brazomar, 46",Cotolino,Castro-Urdiales,Cantabria,575000,,,sí,5,232,,desconocido,desconocido,otros,0,""
3,Inmobiliaria E-Castro,venta,piso,, "Calle Leonardo Rucabado, 6",Centro,Castro-Urdiales,Cantabria,299000,,,desconocido,2,84,3,sí,sí,otros,0,"Garaje no indicado"
4,Inmobiliaria E-Castro,venta,piso,, "Calle de la Ronda, 32",Centro,Castro-Urdiales,Cantabria,340000,,,desconocido,4,99,5,sí,sí,otros,0,"Garaje no indicado"
5,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Barrio Sámano",Sámano,Castro-Urdiales,Cantabria,799000,,,sí,5,511,,desconocido,desconocido,otros,0,"Dirección sin número"
6,Inmobiliarias.com,venta,ático,, "Calle de Angel Perez Hornoas Cholo",Brazomar,Castro-Urdiales,Cantabria,360000,,,sí,3,130,6,sí,sí,otros,0,""
7,Inmobiliarias.com,venta,ático,, "Calle de la Granja",Cotolino,Castro-Urdiales,Cantabria,405000,,,sí,2,90,4,sí,sí,otros,0,""
8,Inmobiliarias.com,venta,piso,, "Calle Ataúlfo Argenta",Cotolino,Castro-Urdiales,Cantabria,415000,,,sí,3,110,2,sí,sí,otros,0,""
9,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Montealegre",Sámano,Castro-Urdiales,Cantabria,455000,,,desconocido,5,266,,desconocido,desconocido,otros,0,"Garaje no indicado"
10,Inmobiliaria E-Castro,venta,piso,, "Isaac Castillo",Mioño-Santullán,Castro-Urdiales,Cantabria,180000,,,desconocido,4,105,1,sí,no,otros,0,""
11,Exclusivas Inmobiliarias Mikeli,venta,dúplex,, "Calle Doctor Marañón",El Sardinero,Santander,Cantabria,2890000,,,sí,4,310,2,sí,sí,otros,0,""
12,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Avenida Manuel García Lago",El Sardinero,Santander,Cantabria,3150000,,,sí,5,241,4,sí,sí,otros,0,""
13,Inmobiliaria E-Castro,venta,piso,, "Calle Leonardo Rucabado",Centro,Castro-Urdiales,Cantabria,220000,,,desconocido,2,64,6,sí,sí,otros,0,"Dirección sin número"
14,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Cerdigo",Oriñón-Allendagua,Castro-Urdiales,Cantabria,370000,,,sí,4,227,,desconocido,desconocido,otros,0,""
15,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Avenida Maura",El Sardinero,Santander,Cantabria,520000,,,sí,2,105,1,sí,sí,otros,0,""
16,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Avenida de Cantabria",Valdenoja,Santander,Cantabria,798000,860000,7,sí,3,178,3,sí,sí,otros,0,"En el texto indica edificio construido en 2005"
17,Inmobiliarias.com,venta,casa,chalét adosado,"Calle del Alto de la Cruz",Cotolino,Castro-Urdiales,Cantabria,450000,,,sí,4,250,,desconocido,desconocido,otros,0,""
18,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Paseo de Pereda",Puerto Chico,Santander,Cantabria,1800000,,,desconocido,5,292,4,sí,no,otros,0,"Garaje no indicado"
19,Exclusivas Inmobiliarias Mikeli,venta,casa,chalét independiente,"Barrio la Arnía",Liencres,Piélagos,Cantabria,875000,,,sí,6,308,,desconocido,desconocido,otros,0,""
20,Engel & Völkers Santander,venta,piso,, "Avenida de Pontejos",El Sardinero,Santander,Cantabria,885000,,,sí,4,189,8,sí,sí,otros,0,""
21,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Barrio Brazomar, 46",Cotolino,Castro-Urdiales,Cantabria,575000,,,desconocido,5,232,,desconocido,desconocido,otros,0,"Duplicado potencial del anuncio #2 (misma dirección y precio). Garaje no indicado"
22,altamira21.com,venta,piso,, "Calle Juan de Herrera",Centro - Ayuntamiento,Santander,Cantabria,598000,,,desconocido,4,107,4,sí,sí,otros,0,"Garaje no indicado"
23,Inmobiliarias.com,venta,piso,, "Calle Belén, 3",Centro,Castro-Urdiales,Cantabria,430000,,,desconocido,2,84,2,sí,sí,otros,0,"Indica 'reciente construcción' pero no 'obra nueva' explícito"
24,Inmobiliaria E-Castro,venta,piso,, "Calle Leonardo Rucabado, 50",Brazomar,Castro-Urdiales,Cantabria,270000,,,sí,2,64,2,sí,sí,otros,0,""
25,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Barrio Sámano, 40",Sámano,Castro-Urdiales,Cantabria,360000,,,desconocido,3,221,,desconocido,desconocido,otros,0,"Garaje no indicado"
26,Inmobiliaria E-Castro,venta,casa,chalét pareado,"Calle Aureliano Linares Rivas",Centro,Castro-Urdiales,Cantabria,740000,,,sí,6,400,,desconocido,desconocido,otros,0,"Dirección sin número"
27,Inmobiliaria E-Castro,venta,casa,chalét pareado,"Calle Aureliano Linares Rivas, 17",Centro,Castro-Urdiales,Cantabria,650000,,,desconocido,5,350,,desconocido,desconocido,otros,0,"Garaje no indicado"
28,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Calle Paco Labiano, 5",Playa Ostende,Castro-Urdiales,Cantabria,750000,,,desconocido,4,372,,desconocido,desconocido,otros,0,"Garaje no indicado"
29,Inmobiliarias.com,venta,piso,, "Avenida Riomar, 1",Cotolino,Castro-Urdiales,Cantabria,498000,,,sí,4,120,4,sí,sí,otros,0,"Duplicado potencial del anuncio #1 (misma dirección y precio; m2 difiere 121 vs 120)"
30,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Sámano",Sámano,Castro-Urdiales,Cantabria,370000,,,sí,4,270,,desconocido,desconocido,otros,0,"Dirección sin número"
696,desconocido,venta,casa,casa o chalet independiente,Avenida Marqués de Valdecilla s/n,Soto de la Marina,Santa Cruz de Bezana,Cantabria,725000,,,"sí",4,188,,,"","obra nueva",1,,
697,desconocido,venta,casa,casa o chalet independiente,Avenida Marqués de Valdecilla s/n,Soto de la Marina,Santa Cruz de Bezana,Cantabria,705000,,,"sí",4,195,,,"","obra nueva",1,,
698,eXp Realty España,venta,piso,ático,Urbanización las Huertas,Sancibrián,Santa Cruz de Bezana,Cantabria,325000,329000,1,"sí",2,107,4,"sí","sí","otros",0,,
699,particular,venta,casa,chalet pareado,parcela b19,Boo,Piélagos,Cantabria,449900,,,"sí",4,208,,,"","otros",0,,
700,particular,venta,casa,casa o chalet independiente,Avenida José María de Pereda,Soto de la Marina,Santa Cruz de Bezana,Cantabria,590000,,,"sí",5,308,,,"","otros",0,,
701,desconocido,venta,casa,chalet adosado,Calle El Palacio s/n,Sancibrián,Santa Cruz de Bezana,Cantabria,445000,,,"sí",4,199,,,"","obra nueva",1,,"Jardines de Minerva"
702,desconocido,venta,casa,chalet adosado,Calle El Palacio s/n,Sancibrián,Santa Cruz de Bezana,Cantabria,450000,,,"sí",4,198,,,"","obra nueva",1,,
703,desconocido,venta,casa,chalet pareado,Calle El Palacio s/n,Sancibrián,Santa Cruz de Bezana,Cantabria,450000,,,"sí",4,199,,,"","obra nueva",1,,
704,particular,venta,casa,chalet pareado,Barrio la Caseta,Liencres,Piélagos,Cantabria,595000,,,"sí",3,208,,,"","otros",0,,
705,DCS inmuebles,venta,casa,casa o chalet independiente,Urbanización el Padrón 1,Sancibrián,Santa Cruz de Bezana,Cantabria,985000,,,"sí",7,270,,,"","otros",0,,
706,particular,venta,casa,casa o chalet independiente,Calle la Llata,Sancibrián,Santa Cruz de Bezana,Cantabria,1580000,,,"no",6,1343,,,"","otros",0,"Lujo; uso mixto restauración"
707,Abitarea,venta,casa,casa de pueblo,CL Llata (la),Sancibrián,Santa Cruz de Bezana,Cantabria,380000,,,"no",4,280,,,"","otros",0,"A reformar"
708,Inmobiliarias San Fernando,venta,piso,,Barrio Salas,Liencres,Piélagos,Cantabria,163000,,,"no",1,45,bajo,"sí","sí","otros",0,,
709,particular,venta,piso,,Barrio de la Cruz s/n,Liencres,Piélagos,Cantabria,350000,,,"no",4,124,bajo,"sí","no","otros",0,"2 aptos turísticos"
710,particular,venta,piso,,Barrio de la Cruz s/n,Liencres,Piélagos,Cantabria,180000,,,"no",2,62,bajo,"sí","no","otros",0,"Apartamento turístico"
711,TECNIOBRAS VINTAGE S.L.,venta,casa,casa o chalet independiente,Av San Juan de la Canal 85,Soto de la Marina,Santa Cruz de Bezana,Cantabria,650000,,,"sí",5,350,,,"","otros",0,,
712,TECNIOBRAS VINTAGE S.L.,venta,casa,chalet pareado,Urb. Cierro de la Sara s/n,Boo,Piélagos,Cantabria,415000,,,"sí",4,189,,,"","otros",0,,
713,ALFAPLAYAS,venta,casa,casa o chalet independiente,La Calleja,Soto de la Marina,Santa Cruz de Bezana,Cantabria,280000,,,"no",3,199,,,"","otros",0,"A reformar"
714,compracasa-online,venta,casa,casa o chalet independiente,Barrio el Dueso,Liencres,Piélagos,Cantabria,630000,,,"sí",4,288,,,"","otros",0,"Villa"
715,particular,venta,piso,,Soto de la Marina,,Santa Cruz de Bezana,Cantabria,350000,,,"sí",2,81,bajo,"sí","sí","otros",0,,
716,Tempo Family Real Estate,venta,casa,casa o chalet independiente,Avenida Mompía,Mompia,Santa Cruz de Bezana,Cantabria,720000,,,"sí",4,320,,,"","otros",0,,
717,Grupo Inmobiliario Alesón,venta,casa,chalet adosado,Barrio Somacueto 4a,Liencres,Piélagos,Cantabria,354000,,,"sí",4,202,,,"","otros",0,,
718,4 Llaves Inmobiliaria,venta,casa,casa o chalet independiente,Calle el Sartal,Mortera,Piélagos,Cantabria,692000,,,"sí",4,220,,,"","otros",0,"Villa"
719,Nara Grupo Inmobiliario,venta,casa,casa o chalet independiente,Barrio la Caseta,Liencres,Piélagos,Cantabria,1670000,,,"sí",4,620,,,"","otros",0,"Lujo; Villa"
720,Northome Cantabria,venta,casa,casa o chalet independiente,Avenida s Cibrian,Sancibrián,Santa Cruz de Bezana,Cantabria,690000,,,"no",6,265,,,"","otros",0,,
721,particular,venta,piso,,Barrio la Piñera 5,Boo,Piélagos,Cantabria,200000,,,"no",3,164,,,"","otros",0,"Cesión de remate"
722,particular,venta,casa,casa o chalet independiente,Bo Llatas 1010,Liencres,Piélagos,Cantabria,649000,,,"sí",3,201,,,"","otros",0,"Vistas al mar"
723,Grupo Inmobiliario Tribeca,venta,casa,chalet adosado,Urbanización Arco Iris,Bezana,Santa Cruz de Bezana,Cantabria,530000,,,"sí",6,276,,,"","otros",0,,
724,Grupo Inmobiliario Tribeca,venta,finca,finca rústica,Camino Mortera a Liencres,Mortera,Piélagos,Cantabria,1900000,,,"sí",12,574,,,"","otros",0,"Uso hotelero"
725,TECNOCASA,venta,casa,casa o chalet independiente,Barrio Manzanedo,Liencres,Piélagos,Cantabria,1700000,,,"sí",6,600,,,"","otros",0,"Lujo; Vistas al mar"
726,Inmobiliaria Castelar,venta,casa,casa o chalet independiente,Boo,,Piélagos,Cantabria,1550000,,,"no",9,750,,,"","otros",0,"Lujo"
727,Look & Find Santander,venta,casa,casa o chalet independiente,Avenida Menéndez Pelayo,Bezana,Santa Cruz de Bezana,Cantabria,1800000,,,"sí",10,500,,,"","otros",0,"Lujo"
728,Reines Grupo Inmobiliario,venta,casa,casa o chalet independiente,Calle la Gesa 6,Bezana,Santa Cruz de Bezana,Cantabria,349000,,,"no",4,212,,,"","otros",0,,
729,Grupo Inmobiliario Tribeca,venta,piso,,Boo,,Piélagos,Cantabria,210000,,,"sí",2,69,bajo,"sí","no","otros",0,,
730,particular,venta,piso,,Calle Murillo 1,Soto de la Marina,Santa Cruz de Bezana,Cantabria,400000,,,"sí",3,90,1,"sí","sí","otros",0,,
731,Deluxe,venta,piso,dúplex,Liencres,,Piélagos,Cantabria,369000,,,"sí",2,120,2,"sí","no","otros",0,,
732,Grupo Inmobiliario Tribeca,venta,casa,casa o chalet independiente,Bezana,,Santa Cruz de Bezana,Cantabria,500000,,,"sí",4,216,,,"","otros",0,,
733,ACERO Inmobiliaria,venta,casa,casa de pueblo,Jose Maria Pereda,Sancibrián,Santa Cruz de Bezana,Cantabria,250000,,,"no",6,318,,,"","otros",0,"A reformar"
734,Marma,venta,casa,casa o chalet independiente,Boo,,Piélagos,Cantabria,530000,,,"sí",5,225,,,"","otros",0,"Villa"
735,particular,venta,piso,,Calle Ramón Ramírez,Bezana,Santa Cruz de Bezana,Cantabria,263300,,,"sí",4,93,4,"no","no","otros",0,"Alquilada"
736,particular,venta,piso,,Calle Respuela 2,Bezana,Santa Cruz de Bezana,Cantabria,200000,,,"sí",3,90,3,"sí","sí","otros",0,"Alquilada"
737,particular,venta,casa,casa o chalet independiente,Avenida Menéndez Pelayo 11,Bezana,Santa Cruz de Bezana,Cantabria,450000,,,"sí",5,400,,,"","otros",0,,
738,particular,venta,casa,chalet pareado,Barrio la Puntania,Mortera,Piélagos,Cantabria,385000,,,"sí",6,222,,,"","otros",0,,
739,particular,venta,casa,casa o chalet independiente,Barrio San José,Boo,Piélagos,Cantabria,530000,,,"sí",4,225,,,"","otros",0,"Villa"
740,particular,venta,casa,casa o chalet independiente,Avenida Marqués de Valdecilla, Soto de la Marina,,Santa Cruz de Bezana,Cantabria,650000,,,"sí",7,510,,,"","otros",0,"Gran parcela urbana; a reformar según texto"
741,particular,venta,piso,dúplex,Barrio Salas,Liencres,Piélagos,Cantabria,290000,,,"sí",3,104,1,"sí","no","otros",0,,
742,Lovia Homes S.L.,venta,piso,,Avenida de la Libertad,Mompia,Santa Cruz de Bezana,Cantabria,166700,,,"sí",3,83,,"interior","sí","otros",0,"Alquilada","Contrato hasta 13/12/2027 (según anuncio)"
743,Lovia Homes S.L.,venta,piso,,Calle Respuela,Bezana,Santa Cruz de Bezana,Cantabria,135930,,,"sí",2,70,,"interior","sí","otros",0,"Alquilada","Sin visita interior; no apto hipoteca (según anuncio)"
744,Lovia Homes S.L.,venta,piso,,Calle Ramón Ramírez,Bezana,Santa Cruz de Bezana,Cantabria,263691,,,"sí",4,102,,"exterior","sí","otros",0,"Alquilada",""
745,Lovia Homes S.L.,venta,piso,,Calle Respuela,Bezana,Santa Cruz de Bezana,Cantabria,123500,,,"no",2,66,,"interior","sí","otros",0,"Alquilada","Sin comisión comprador (según anuncio)"
746,Lovia Homes S.L.,venta,piso,,Calle Respuela,Bezana,Santa Cruz de Bezana,Cantabria,122000,,,"no",1,63,,"interior","no","otros",0,"Alquilada","Inmueble alquilado; sin acceso interior (según anuncio)"
747,particular,venta,piso,,Marina Sport 5,Soto de la Marina,Santa Cruz de Bezana,Cantabria,260000,,,"no",2,76,bajo,"sí","sí","otros",0,"Alquilada","Reforma parcial 2018 (según anuncio)"
748,particular,venta,piso,,Barrio San José, Urb Villa Laura 19 Boo,Piélagos,Cantabria,259000,,,"sí",2,69,bajo,"sí","no","otros",0,,"Licencia turística"
749,particular,venta,casa,chalet pareado,Avenida José María de Pereda 12,Bezana,Santa Cruz de Bezana,Cantabria,530000,,,"sí",6,276,,,"","otros",0,,"Posible duplicado del adosado 530k/276m² anterior (revisar)"
750,Lovia Homes S.L.,venta,piso,,Calle Respuela,Bezana,Santa Cruz de Bezana,Cantabria,122000,,,"no",1,63,,"","no","otros",0,"Alquilada","Entrada repetida con distinto bloque 'no cobramos comisión' (posible duplicado del 746)"
751,particular,venta,piso,dúplex,Bo Pozo (el) 1,Boo,Piélagos,Cantabria,360000,,,"sí",3,182,1,"sí","no","otros",0,,"En el texto lo llaman 'ático' pero es dúplex"
752,Grupo Inmobiliario Tribeca,venta,casa,casa o chalet independiente,Calle de la Arnia,Soto de la Marina,Santa Cruz de Bezana,Cantabria,280000,,,"no",3,199,,,"","otros",0,,"Entrada repetida vs ALFAPLAYAS (revisar si es el mismo inmueble)"
753,particular,venta,casa,chalet pareado,Urbanización la Roca,Sancibrián,Santa Cruz de Bezana,Cantabria,525000,,,"sí",4,432,,,"","otros",0,,"Piscina privada y jacuzzi (según texto)"
754,particular,venta,casa,casa o chalet independiente,Calle de Navajeda,Sancibrián,Santa Cruz de Bezana,Cantabria,1500000,,,"sí",6,1562,,,"","otros",0,"Lujo; uso hostelería","Posible duplicado conceptual del anuncio restaurante/vivienda (revisar)"
755,particular,venta,piso,,Barrio la Cruz,Liencres,Piélagos,Cantabria,235000,,,"no",4,125,bajo,"sí","no","otros",0,,"Local en bruto para 2 aptos turísticos con licencia (según anuncio)"
756,particular,venta,piso,,Barrio San José 2,Boo,Piélagos,Cantabria,250000,,,"sí",2,80,bajo,"sí","no","otros",0,"Alquilada",""
757,particular,venta,casa,chalet adosado,Barrio la Piñera 16,Boo,Piélagos,Cantabria,295000,,,"sí",4,180,,,"","otros",0,,
758,Altamira,venta,casa,chalet, Sancibrián,,Santa Cruz de Bezana,Cantabria,428500,,,"no",1,505,,,"","otros",0,"Alquilada","2 edificaciones; inmueble alquilado (según texto)"
759,particular,venta,piso,dúplex,Barrio la Iglesia s/n,Liencres,Piélagos,Cantabria,340000,,,"sí",3,118,2,"sí","sí","otros",0,,"Garaje 2 coches (según texto)"
760,particular,venta,casa,casa o chalet independiente,Bezana 1,Bezana,Santa Cruz de Bezana,Cantabria,850000,,,"sí",8,1050,,,"","otros",0,,"Villa"
761,particular,venta,casa,casa o chalet independiente,Calle de Borrancho,Soto de la Marina,Santa Cruz de Bezana,Cantabria,495000,,,"sí",5,150,,,"","otros",0,,"Parcela edificable 2037 m² (según texto)"
762,particular,venta,piso,,respuela 4,Bezana,Santa Cruz de Bezana,Cantabria,200000,,,"sí",3,90,3,"sí","sí","otros",0,"Alquilada","Se puede visitar; inquilinos al día (según anuncio)"
763,Soldit Homes,venta,casa,obra nueva (promoción),Calle Monasterio 9,,Molledo,Cantabria,275000,,,"",3,,,,,obra nueva,1,,"Hayedal by Yacobian (Cantabria Homes). Precio 'Desde'. Chalets independientes."
764,Iberdrola Inmobiliaria,venta,casa,obra nueva (promoción),Calle Mies de Domañas 98,Maoño,Santa Cruz de Bezana,Cantabria,463000,,,"",4,,,,,obra nueva,1,,"Lomas de Domañas. Precio 'Desde'. Chalet pareado. Última vivienda (según texto)."
765,PROMOCIONES CASADO,venta,piso,obra nueva (promoción),Calle Gertrudis Gómez Avellaned 1,Peñacastillo - Nuevamontaña,Santander,Cantabria,210000,,,"sí","2-4",,,,sí,obra nueva,1,,"Edificio Tikal. Precio 'Desde'. Incluye garajes/trasteros (según texto)."
766,ARLARE,venta,casa,obra nueva (promoción),Avenida Derechos humanos 3,Zona Playa,Laredo,Cantabria,455000,,,"",4,,,,,obra nueva,1,,"Villa de Laredo (texto menciona Playa del Regatón). Chalets adosados/pareados."
767,Soldit Homes,venta,piso,obra nueva (promoción),Calle San Felipe Neri 49,,Val de San Vicente,Cantabria,215000,,,"","1-2",,,,,"obra nueva",1,,"Residencial Mirador del Deva (Unquera). Precio 'Desde'."
768,CBRE Residencial Noja,venta,piso,obra nueva (promoción),Calle La Fuente 2,Tregadín,Noja,Cantabria,195000,,,"","1-3",,,,,"obra nueva",1,,"Residencial Trengandín Noja. Pisos y áticos. Precio 'Desde'."
769,PROMOCIONES CASADO,venta,garaje/local,obra nueva (promoción),Hermanos Calderón 20,Peñacastillo - Nuevamontaña,Santander,Cantabria,18000,,,"",, ,,,,"obra nueva",1,,"Edificio Victoria: garajes y locales (no viviendas). Precio 'Desde'."
770,Robera 2000,venta,piso,obra nueva (promoción),Calle Bellavista 5,Cueto,Santander,Cantabria,445000,,,"sí",2,,,,,"obra nueva",1,,"Residencial Bellavista. Pisos y áticos. Precio 'Desde'."
771,Robera 2000,venta,casa,obra nueva (promoción),Calle Udial 1,Cueto,Santander,Cantabria,640000,,,"", "3-4",,,,,"obra nueva",1,,"Villas de Udial. Chalets adosados. Precio 'Desde'."
772,Oyambre Servicios Inmobiliarios,venta,piso,obra nueva (promoción),Calle Padre Ángel 10,,San Vicente de la Barquera,Cantabria,187000,,,"","1-3",,,,,"obra nueva",1,,"Residencial Veraqua. Pisos y áticos. Precio 'Desde'."
773,PROMOCIONES CASADO,venta,piso,obra nueva (promoción),Calle Gertrudis Gómez 5,Peñacastillo - Nuevamontaña,Santander,Cantabria,208000,,,"sí","2-3",,,,sí,"obra nueva",1,,"Edificio Tikal II. Precio 'Desde'."
774,PROMOCIONES CASADO,venta,casa,obra nueva (promoción),Bº Argomilla 5,,Santa María de Cayón,Cantabria,195000,,,"",1,,,,,"obra nueva",1,,"Las Villas. Chalets adosados (texto dice 1 habitación). Precio 'Desde'."
775,mvre,venta,casa,obra nueva (promoción),Calle Victoriano Fernández 16,Alisal - Cazoña - San Román,Santander,Cantabria,425000,,,"sí",3,,,,,"obra nueva",1,,"Residencial las Garzas. Chalets adosados. Precio 'Desde'."
776,TERRENALIA,venta,casa,obra nueva (promoción),Avenida Monseñor del Val 13,,Suances,Cantabria,545000,,,"",4,,,,,"obra nueva",1,,"Villas Terreval (Hinojedo, Suances). Precio 'Desde'."
777,PROMOCIONES CASADO,venta,piso,obra nueva (promoción),Barrio la Rasa 4,,Suances,Cantabria,296000,,,"","2-3",,,,,"obra nueva",1,,"Residencial Garbí. Precio 'Desde'."
778,NAOS HOME,venta,casa,obra nueva (promoción),Carretera CA-135 6,,Comillas,Cantabria,295000,,,"","2-4",,,,,"obra nueva",1,,"Urbanización La Braña. Adosados e independientes. Precio 'Desde'."
779,Iberdrola Inmobiliaria,venta,casa,obra nueva (promoción),Calle Mies de Domañas 132,Maoño,Santa Cruz de Bezana,Cantabria,375000,,,"",4,,,,,"obra nueva",1,,"Bóreas. Chalets adosados. Precio 'Desde'."
780,ROBERA,venta,piso,obra nueva (promoción),Calle Libertad 3,Monte,Santander,Cantabria,420000,,,"","2-4",,,,,"obra nueva",1,,"El Sauce. Pisos y áticos. Precio 'Desde'."
781,Robera 2000,venta,piso,obra nueva (promoción),Calle Jorge Sepúlveda 16,Monte,Santander,Cantabria,425000,,,"sí","2-4",,,,,"obra nueva",1,,"Residencial El Tejo. Precio 'Desde'."
782,JAMSA,venta,piso,obra nueva (promoción),Calle Aviche 25,Monte,Santander,Cantabria,530018,,,"sí","2-3",,,,,"obra nueva",1,,"Moramonte. Precio 'Desde'."
783,Iberdrola Inmobiliaria,venta,casa,obra nueva (promoción),Alto de Pedroa s/n,Rumoroso - Polanco,Polanco,Cantabria,385000,,,"","3-4",,,,,"obra nueva",1,,"Emuna Homes. Chalets pareados. Precio 'Desde'."
784,Grupo Jamsa,venta,piso,obra nueva (promoción),Calle Cam. del Bao 2,,Loredo (Ribamontán al Mar),Cantabria,480000,,,"",2,,,,,"obra nueva",1,,"Long Beach. Última vivienda (según texto). Precio 'Desde'."
785,Iberdrola Inmobiliaria,venta,casa,obra nueva (promoción),Avenida Marqués de Valdecilla s/n,Soto de la Marina,Santa Cruz de Bezana,Cantabria,599000,,,"",4,,,,,"obra nueva",1,,"Prado Verde. Chalets pareados. Precio 'Desde'."
786,TECNIOBRAS VINTAGE S.L.,venta,piso,obra nueva (promoción),Vía Barrio El Pozo de la Torre 1,,Mortera (Piélagos),Cantabria,280000,,,"","2-3",,,,sí,"obra nueva",1,,"Altos de Palancate. Precio 'Desde'."
787,Trece Home,venta,piso,obra nueva (promoción),Calle Manzanedo 35,,Santoña,Cantabria,160000,,,"","2-3",,,,,"obra nueva",1,,"Promoción Santoña. Precio 'Desde'."
788,Trece Home,venta,piso,obra nueva (promoción),Calle Joaquín Fernández San Emeterio 14,,Argoños,Cantabria,182000,,,"",2,,,,,"obra nueva",1,,"Promoción Argoños. Pisos 2 hab + garajes. Precio 'Desde'."
789,YACOBIAN,venta,piso,obra nueva (promoción),Bo. Quintana 268,,Val de San Vicente,Cantabria,288500,,,"",2,,,,,"obra nueva",1,,"Residencial Pechón. Precio 'Desde'."
790,SOLANA DE MOMPÍA S.L.,venta,casa,obra nueva (promoción),Barrio El Monte s/n,,Boo (Piélagos),Cantabria,398500,,,"",4,,,,,"obra nueva",1,,"Solana de Mompía (fase). Precio 'Desde'."
791,Grupo Inmobiliario Tribeca,venta,casa,obra nueva (promoción),Calle Ojáiz s/n,Peñacastillo - Nuevamontaña,Santander,Cantabria,485000,,,"",4,,,,,"obra nueva",1,,"Urbanización Soto de Ojaiz. Chalets independientes. Precio 'Desde'."
792,Domus RS,venta,piso,obra nueva (promoción),Calle Manel Vélez 14,Peñacastillo - Nuevamontaña,Santander,Cantabria,183000,,,"sí","2-3",,,,,"obra nueva",1,,"Azaren Santander. Precio 'Desde'."
793,TECNIOBRAS VINTAGE S.L.,venta,piso,obra nueva (promoción),Vía Barrio el Canal 14,,Oruña (Piélagos),Cantabria,199900,,,"",2,,,,,"obra nueva",1,,"Viñas de Oruña. Pisos y áticos 2 hab. Precio 'Desde'."
794,wejaus,venta,piso,obra nueva (promoción),Avenida de Cantabria 60,,Los Corrales de Buelna,Cantabria,169000,,,"","1-3",,,,,"obra nueva",1,,"El Mirador del Besaya. Precio 'Desde'."
795,Inmobiliaria Zubia & Marisol Ceballos,venta,piso,obra nueva (promoción),General 181,,Bárcena de Cicero,Cantabria,135000,,,"",2,,,,,"obra nueva",1,,"El Mirador de Treto. Precio 'Desde'."
796,Ficontas,venta,casa,obra nueva (promoción),Calle Mijares 21,,Cartes,Cantabria,158000,,,"",3,,,,,"obra nueva",1,,"Residencial Mijarojos SXXI. Chalets pareados. Precio 'Desde'."
797,Domus RS,venta,piso,obra nueva (promoción),Manuel Vélez 10,Peñacastillo - Nuevamontaña,Santander,Cantabria,261000,,,"sí","2-3",,,,,"obra nueva",1,,"Alei II Santander (entrega 2026 según texto). Precio 'Desde'."
798,ATRIO Servicios Inmobiliarios,venta,piso,obra nueva (promoción),Avenida José María de Pereda 6,Sancibrián,Santa Cruz de Bezana,Cantabria,250000,,,"sí","2-3",,,,sí,"obra nueva",1,,"Residencial Ávalon. Precio 'Desde'."
799,Domus RS,venta,piso,obra nueva (promoción),José Ortega y Gasset 39,Peñacastillo - Nuevamontaña,Santander,Cantabria,195000,,,"sí","2-3",,,,,"obra nueva",1,,"Ariz Santander II. Precio 'Desde'."
800,TECNIOBRAS VINTAGE S.L.,venta,casa,obra nueva (promoción),Calle La Central 21,,Cacicedo (Camargo),Cantabria,245000,,,"",2,,,,,"obra nueva",1,,"Los Naranjos de Cacicedo. Pareados (y/o individuales según texto). Precio 'Desde'."
801,LOCALIA INMOBILIARIA,venta,piso,obra nueva (promoción),Barrio El Pozo de la Torre 1a,,Mortera (Piélagos),Cantabria,198000,,,"","2-3",,,,sí,"obra nueva",1,,"Altos del Palancate / Lascaredo. Precio 'Desde'."
802,wejaus,venta,casa,obra nueva (promoción),Calle El Millajo 46,,Miengo,Cantabria,369000,,,"",3,,,,,"obra nueva",1,,"Residencial Costa de Usgo. Chalets pareados. Precio 'Desde'."
803,landCo,venta,piso,obra nueva (promoción),Avenida José María de Pereda 8,Sancibrián,Santa Cruz de Bezana,Cantabria,325000,,,"sí",2,,,,sí,"obra nueva",1,,"LandCo Bezana. Precio 'Desde'."
804,Inmobiliaria las Dunas,venta,piso,obra nueva (promoción),Barrio El Pozo de la Torre 1,,Mortera (Piélagos),Cantabria,280000,,,"","3",,,,sí,"obra nueva",1,,"Altos de Palancate. Precio 'Desde'."
805,Mónica Soto Servicios Inmobiliarios,venta,piso,obra nueva (promoción),Barrio Casar 253,Casar de Periedo (Cabezón de la Sal),Cabezón de la Sal,Cantabria,185000,,,"","2-3",,,,,"obra nueva",1,,"El Castañar. Precio 'Desde'."
